Country,Date,Sum_Confirmed,sum_Recovered,sum_Deaths,sum_Active,Median_CaseFatalityRatio,Median_IncidenceRate
"Brazil",2020-03-23 00:00:00,1924,2,34,1888,NaN,NaN
"Brazil",2020-03-24 00:00:00,2247,2,46,2199,NaN,NaN
"Brazil",2020-03-25 00:00:00,2554,2,59,2493,NaN,NaN
"Brazil",2020-03-26 00:00:00,2985,6,77,2902,NaN,NaN
"Brazil",2020-03-27 00:00:00,3417,6,92,3319,NaN,NaN
"Brazil",2020-03-31 00:00:00,5717,127,201,5389,NaN,NaN
"Brazil",2020-04-01 00:00:00,6836,127,240,6469,NaN,NaN
"Brazil",2020-04-03 00:00:00,9056,127,359,8570,NaN,NaN
"Brazil",2020-04-05 00:00:00,11130,127,486,10517,NaN,NaN
"Brazil",2020-04-07 00:00:00,14034,127,686,13221,NaN,NaN
"Brazil",2020-04-08 00:00:00,16170,127,819,15224,NaN,NaN
"Brazil",2020-04-09 00:00:00,18092,173,950,16969,NaN,NaN
"Brazil",2020-04-10 00:00:00,19638,173,1057,18408,NaN,NaN
"Brazil",2020-04-11 00:00:00,20727,173,1124,19430,NaN,NaN
"Brazil",2020-04-12 00:00:00,22192,173,1223,20796,NaN,NaN
"Brazil",2020-04-13 00:00:00,23430,173,1328,21929,NaN,NaN
"Brazil",2020-04-14 00:00:00,25262,3046,1532,20684,NaN,NaN
"Brazil",2020-04-15 00:00:00,28320,14026,1736,12558,NaN,NaN
"Brazil",2020-04-16 00:00:00,30425,14026,1924,14475,NaN,NaN
"Brazil",2020-04-17 00:00:00,33682,14026,2141,17515,NaN,NaN
"Brazil",2020-04-18 00:00:00,36658,14026,2354,20278,NaN,NaN
"Brazil",2020-04-19 00:00:00,38654,22130,2462,14062,NaN,NaN
"Brazil",2020-04-20 00:00:00,40743,22130,2587,16026,NaN,NaN
"Brazil",2020-04-21 00:00:00,43079,22991,2741,17347,NaN,NaN
"Brazil",2020-04-22 00:00:00,45757,25318,2906,17533,NaN,NaN
"Brazil",2020-04-24 00:00:00,50036,26573,3331,20132,NaN,NaN
"Brazil",2020-04-25 00:00:00,54043,27655,3704,22684,NaN,NaN
"Brazil",2020-04-26 00:00:00,59324,29160,4057,26107,NaN,NaN
"Brazil",2020-04-27 00:00:00,63100,30152,4286,28662,NaN,NaN
"Brazil",2020-04-28 00:00:00,67446,31142,4603,31701,NaN,NaN
"Brazil",2020-04-29 00:00:00,73235,32544,5083,35608,NaN,NaN
"Brazil",2020-04-30 00:00:00,79685,34132,5513,40040,NaN,NaN
"Brazil",2020-05-01 00:00:00,87187,35935,6006,45246,NaN,NaN
"Brazil",2020-05-02 00:00:00,92202,38039,6412,47751,NaN,NaN
"Brazil",2020-05-03 00:00:00,97100,40937,6761,49402,NaN,NaN
"Brazil",2020-05-04 00:00:00,101826,42991,7051,51784,NaN,NaN
"Brazil",2020-05-05 00:00:00,108620,45815,7367,55438,NaN,NaN
"Brazil",2020-05-06 00:00:00,115455,48221,7938,59296,NaN,NaN
"Brazil",2020-05-07 00:00:00,126611,51370,8588,66653,NaN,NaN
"Brazil",2020-05-08 00:00:00,135773,55350,9190,71233,NaN,NaN
"Brazil",2020-05-09 00:00:00,146894,59297,10017,77580,NaN,NaN
"Brazil",2020-05-10 00:00:00,156061,61685,10656,83720,NaN,NaN
"Brazil",2020-05-11 00:00:00,162699,64957,11123,86619,NaN,NaN
"Brazil",2020-05-12 00:00:00,169594,67384,11653,90557,NaN,NaN
"Brazil",2020-05-13 00:00:00,178214,72597,12461,93156,NaN,NaN
"Brazil",2020-05-14 00:00:00,190137,78424,13240,98473,NaN,NaN
"Brazil",2020-05-15 00:00:00,203165,79479,13999,109687,NaN,NaN
"Brazil",2020-05-16 00:00:00,220291,84970,14962,120359,NaN,NaN
"Brazil",2020-05-17 00:00:00,233511,89672,15662,128177,NaN,NaN
"Brazil",2020-05-18 00:00:00,241080,94122,16118,130840,NaN,NaN
"Brazil",2020-05-19 00:00:00,255368,100459,16853,138056,NaN,NaN
"Brazil",2020-05-20 00:00:00,271885,106794,17983,147108,NaN,NaN
"Brazil",2020-05-21 00:00:00,294624,116683,19059,272720,NaN,NaN
"Brazil",2020-05-22 00:00:00,312761,125960,20128,290040,NaN,NaN
"Brazil",2020-05-23 00:00:00,334568,135430,21159,309842,NaN,NaN
"Brazil",2020-05-24 00:00:00,351565,142587,22205,325385,NaN,NaN
"Brazil",2020-05-25 00:00:00,366033,149911,22863,340545,NaN,NaN
"Brazil",2020-05-26 00:00:00,378840,153833,23590,351425,NaN,NaN
"Brazil",2020-05-27 00:00:00,395167,158593,24644,366710,NaN,NaN
"Brazil",2020-05-28 00:00:00,415366,166647,25705,386223,NaN,NaN
"Brazil",2020-05-29 00:00:00,443703,177604,26895,411484,NaN,NaN
"Brazil",2020-05-30 00:00:00,470593,189476,28032,437288,3.24228292249611,258.228292627969
"Brazil",2020-05-31 00:00:00,502914,200892,28896,469606,3.30874604847208,276.356410177275
"Brazil",2020-06-01 00:00:00,516137,206555,29367,485535,3.26505779760698,304.476973031667
"Brazil",2020-06-02 00:00:00,531286,211080,30108,496510,3.14192849404117,314.656657513651
"Brazil",2020-06-03 00:00:00,562963,223638,31473,524184,3.1404053313858,328.596509122561
"Brazil",2020-06-04 00:00:00,589048,238617,32667,551468,3.15070890950464,343.123055778406
"Brazil",2020-06-05 00:00:00,621002,254963,34177,580920,3.00356092274346,356.723986120827
"Brazil",2020-06-06 00:00:00,653103,266940,35253,610745,3.10004163670086,373.124588897357
"Brazil",2020-06-07 00:00:00,676893,277149,36054,636916,2.96103896103896,390.308244326349
"Brazil",2020-06-08 00:00:00,694881,283952,36530,655303,2.89765721331689,404.142174519815
"Brazil",2020-06-09 00:00:00,712219,378257,37393,292021,2.82926829268293,423.152952804547
"Brazil",2020-06-10 00:00:00,743917,396737,38586,304360,2.77410832232497,429.106365328875
"Brazil",2020-06-11 00:00:00,777707,413916,39824,318820,2.86749645501812,438.785062913104
"Brazil",2020-06-12 00:00:00,806399,429965,41092,331944,2.85107673642705,449.865863714939
"Brazil",2020-06-13 00:00:00,830681,445123,41935,341859,2.86054827175209,459.052778827321
"Brazil",2020-06-14 00:00:00,851911,459436,42792,348358,2.87927506577024,467.413080848724
"Brazil",2020-06-15 00:00:00,868705,469141,43426,355151,2.90909090909091,473.586520388935
"Brazil",2020-06-16 00:00:00,893322,477709,44190,366603,2.95015259409969,476.160530773497
"Brazil",2020-06-17 00:00:00,930305,490005,45522,387943,3.01229403662705,485.786911073487
"Brazil",2020-06-18 00:00:00,961230,521046,46707,387821,2.98587694863901,503.697000331829
"Brazil",2020-06-19 00:00:00,986750,534580,47946,395814,3.03773721047695,508.796052681831
"Brazil",2020-06-20 00:00:00,1042809,551631,49118,432328,2.97117617594827,540.853219150506
"Brazil",2020-06-21 00:00:00,1071666,589074,50100,394784,3.07363052684304,540.853219150506
"Brazil",2020-06-22 00:00:00,1088233,600576,50709,433845,3.00568292314009,556.81041055276
"Brazil",2020-06-23 00:00:00,1114728,601736,51445,453463,3.0603576434609,569.085730140385
"Brazil",2020-06-24 00:00:00,1154255,627963,52851,465298,2.71803556308213,584.241720346253
"Brazil",2020-06-25 00:00:00,1195288,660469,53955,474332,2.71169522542006,620.898566321428
"Brazil",2020-06-26 00:00:00,1236752,679524,55135,493655,2.72269180754226,646.305961498814
"Brazil",2020-06-27 00:00:00,1281636,702399,56128,516614,2.71274913002214,676.70358580756
"Brazil",2020-06-28 00:00:00,1318556,727715,57159,528882,2.60100545644044,691.588726416534
"Brazil",2020-06-29 00:00:00,1351439,746018,57753,540503,2.55201109570042,697.377392208912
"Brazil",2020-06-30 00:00:00,1372989,757811,58475,552070,2.63126082927026,847.512000075281
"Brazil",2020-07-01 00:00:00,1412669,788318,59792,554849,2.66026523946322,863.651826865854
"Brazil",2020-07-02 00:00:00,1459494,926192,60878,462273,2.6977761574918,909.618966064446
"Brazil",2020-07-03 00:00:00,1503895,957692,62137,477282,2.68400243309002,938.077529910721
"Brazil",2020-07-04 00:00:00,1546935,984615,63350,491522,2.58467656039196,953.019701709767
"Brazil",2020-07-05 00:00:00,1580502,990731,64410,522008,2.49591102387962,976.858739160153
"Brazil",2020-07-06 00:00:00,1605695,1029045,64968,509143,2.52709876346991,987.922790034256
"Brazil",2020-07-07 00:00:00,1630149,1062542,65653,495324,2.50236504012939,997.589576751578
"Brazil",2020-07-08 00:00:00,1676848,1107012,66953,494836,2.48240813135262,1021.42861420196
"Brazil",2020-07-09 00:00:00,1722098,1139844,68126,505726,2.50594988100238,1041.13289037208
"Brazil",2020-07-10 00:00:00,1765060,1171447,69348,515758,2.48770842240274,1056.78795204703
"Brazil",2020-07-11 00:00:00,1809371,1217361,70646,513371,2.47519740838226,1091.14924406583
"Brazil",2020-07-12 00:00:00,1844318,1244088,71578,524293,2.49037919454862,1101.15821792359
"Brazil",2020-07-13 00:00:00,1867976,1264843,72195,527738,2.48908561726898,1124.11327192785
"Brazil",2020-07-14 00:00:00,1890869,1291251,73030,520883,2.50907807141416,1134.92068244663
"Brazil",2020-07-15 00:00:00,1933791,1323425,74324,529266,2.58580733295929,1150.34761936129
"Brazil",2020-07-16 00:00:00,1973933,1350098,75604,541284,2.60659580008996,1159.27300060767
"Brazil",2020-07-17 00:00:00,2017616,1397531,76903,537932,2.52201194211112,1168.51205339944
"Brazil",2020-07-18 00:00:00,2052234,1428520,78026,540567,2.52943634620585,1177.77962178626
"Brazil",2020-07-19 00:00:00,2077987,1447408,78870,548680,2.62343373108203,1239.03111992433
"Brazil",2020-07-20 00:00:00,2101399,1459072,79578,559829,2.65744062148452,1248.01353236078
"Brazil",2020-07-21 00:00:00,2124152,1514300,80346,524226,2.66292520902531,1253.46001101272
"Brazil",2020-07-22 00:00:00,2171079,1555339,81663,522828,2.63506416404074,1262.29984547399
"Brazil",2020-07-23 00:00:00,2237229,1591975,82959,552768,2.56080779360436,1288.44864612232
"Brazil",2020-07-24 00:00:00,2294555,1620313,84272,583080,2.54735935706085,1319.15690540253
"Brazil",2020-07-25 00:00:00,2351458,1693214,85437,564914,2.54785548840553,1354.90144740954
"Brazil",2020-07-26 00:00:00,2398993,1785359,86536,522705,2.55188749856908,1386.674373638
"Brazil",2020-07-27 00:00:00,2421666,1812913,87117,519174,2.5664890114232,1406.68520698381
"Brazil",2020-07-28 00:00:00,2449677,1846641,87802,508272,2.56839900510538,1423.18268791013
"Brazil",2020-07-29 00:00:00,2503681,1868749,89060,525903,2.55112597854951,1452.82560624999
"Brazil",2020-07-30 00:00:00,2559132,1922802,90259,539329,2.55781161872532,1495.83270576712
"Brazil",2020-07-31 00:00:00,2617187,1956807,91461,562032,2.53238623993033,1543.5517075199
"Brazil",2020-08-01 00:00:00,2670451,2008854,92728,561353,2.52259827622451,1578.26540849634
"Brazil",2020-08-02 00:00:00,2711992,2037982,93669,576332,2.53432567688952,1611.45323250677
"Brazil",2020-08-03 00:00:00,2736058,2062876,94193,576697,2.51868601218516,1680.62632163198
"Brazil",2020-08-04 00:00:00,2756164,2098976,94795,557173,2.5350893464416,1716.48443033291
"Brazil",2020-08-05 00:00:00,2812447,2157484,96153,549147,2.55875992486306,1751.00820742254
"Brazil",2020-08-06 00:00:00,2868616,2190361,97519,571904,2.53402242529373,1773.22672027754
"Brazil",2020-08-07 00:00:00,2922605,2230542,98745,583177,2.51488616462347,1795.92578620957
"Brazil",2020-08-08 00:00:00,2972008,2272299,99830,590571,2.48672717931153,1821.09828709682
"Brazil",2020-08-09 00:00:00,3018397,2321537,100657,590398,2.46596498296151,1833.16864967836
"Brazil",2020-08-10 00:00:00,3041127,2356983,101226,577390,2.46740688873329,1839.3310361954
"Brazil",2020-08-11 00:00:00,3067633,2390830,102015,564888,2.48407055129744,1871.10449635611
"Brazil",2020-08-12 00:00:00,3118153,2449338,103209,557896,2.49484378580704,1924.57036458384
"Brazil",2020-08-13 00:00:00,3173107,2506228,104393,554872,2.47818778515969,1978.03623281157
"Brazil",2020-08-14 00:00:00,3233820,2521100,105635,598568,2.45986616820081,2018.22299896604
"Brazil",2020-08-15 00:00:00,3283227,2616981,106642,624706,2.44755786051552,2041.27345948123
"Brazil",2020-08-16 00:00:00,3320108,2622878,107365,586986,2.42847131234955,2057.57035592213
"Brazil",2020-08-17 00:00:00,3343114,2655017,107952,577328,2.43348769635885,2068.7178050568
"Brazil",2020-08-18 00:00:00,3367511,2699080,108748,552207,2.44137827037623,2073.43716308462
"Brazil",2020-08-19 00:00:00,3416775,2751246,110100,546801,2.43506976467438,2093.37238234007
"Brazil",2020-08-20 00:00:00,3465378,2801931,111263,544306,2.44869119773899,2118.25944031436
"Brazil",2020-08-21 00:00:00,3508352,2844318,112500,545353,2.45485296819444,2141.76323817705
"Brazil",2020-08-22 00:00:00,3540678,2855558,113551,563414,2.47212694104112,2169.57955285826
"Brazil",2020-08-23 00:00:00,3586586,2913966,114379,554146,2.473538826257,2192.80437389172
"Brazil",2020-08-24 00:00:00,3608459,2947784,114834,543255,2.46128233323399,2200.3018761773
"Brazil",2020-08-25 00:00:00,3631972,2976256,115557,531296,2.45253164556962,2204.7050204584
"Brazil",2020-08-26 00:00:00,3678279,3032551,116760,521339,2.438913936076,2228.8707749264
"Brazil",2020-08-27 00:00:00,3726431,3082447,117839,517044,2.44983240334104,2263.69879021528
"Brazil",2020-08-28 00:00:00,3768691,3122846,118824,519896,2.45166114731332,2296.20493781824
"Brazil",2020-08-29 00:00:00,3812779,3158783,119673,526763,2.46676055665624,2322.87586531579
"Brazil",2020-08-30 00:00:00,3850070,3202185,120570,523706,2.47144425023373,2344.41711952088
"Brazil",2020-08-31 00:00:00,3864604,3237615,120971,503868,2.47179154152123,2348.39211842036
"Brazil",2020-09-01 00:00:00,3914829,3268591,121618,518300,2.46355462995886,2361.26971133145
"Brazil",2020-09-02 00:00:00,3959158,3345240,122768,483520,2.45176683532848,2374.8732904511
"Brazil",2020-09-03 00:00:00,4005611,3387309,123972,486776,2.46933312023015,2391.52578416435
"Brazil",2020-09-04 00:00:00,4052420,3429435,124839,487993,2.47463696041377,2405.49850756859
"Brazil",2020-09-05 00:00:00,4091959,3464278,125688,502298,2.46742445245356,2466.98441629621
"Brazil",2020-09-06 00:00:00,4125816,3498999,126292,497798,2.45591939546599,2432.95118591847
"Brazil",2020-09-07 00:00:00,4140488,3522155,126750,488716,2.45254097394175,2435.06461508542
"Brazil",2020-09-08 00:00:00,4150004,3549201,127070,471633,2.45003730024736,2435.86399502939
"Brazil",2020-09-09 00:00:00,4168790,3572421,127595,462571,2.47116968698517,2437.30944917466
"Brazil",2020-09-10 00:00:00,4205877,3611632,128752,458180,2.45831385382578,2448.75262782469
"Brazil",2020-09-11 00:00:00,4246638,3657701,129726,451401,2.45391660547977,2461.20324421232
"Brazil",2020-09-12 00:00:00,4288171,3695158,130574,456930,2.44577757268113,2473.45675321652
"Brazil",2020-09-13 00:00:00,4318971,3723206,131341,461271,2.436132782622,2486.56439421564
"Brazil",2020-09-14 00:00:00,4332991,3723206,131746,475624,2.44592218910036,2491.91403096527
"Brazil",2020-09-15 00:00:00,4353602,3770138,132204,443466,2.44498777506112,2496.91236582232
"Brazil",2020-09-16 00:00:00,4388154,3811505,133286,437861,2.44227184539887,2514.48790606385
"Brazil",2020-09-17 00:00:00,4425451,3845464,134248,439687,2.42980765597249,2528.22751490347
"Brazil",2020-09-18 00:00:00,4461856,3873934,135117,446517,2.41802665069621,2539.36334000359
"Brazil",2020-09-19 00:00:00,4501587,3897539,135945,461851,2.410622103772,2577.89789457756
"Brazil",2020-09-20 00:00:00,4531145,3936893,136626,454815,2.39904705181656,2605.39721991795
"Brazil",2020-09-21 00:00:00,4546587,3963446,136977,444288,2.39669116289376,2619.06139245755
"Brazil",2020-09-22 00:00:00,4564222,3993432,137443,427518,2.39430384416734,2641.06085272986
"Brazil",2020-09-23 00:00:00,4599189,4016831,138237,436555,2.38934155472363,2671.83729974293
"Brazil",2020-09-24 00:00:00,4631915,4046827,139169,406559,2.38934155472363,2671.83729974293
"Brazil",2020-09-25 00:00:00,4663930,4102954,139964,415015,2.37892551864075,2784.38505666713
"Brazil",2020-09-26 00:00:00,4696240,4128490,140786,420586,2.38081385200787,2819.13679475273
"Brazil",2020-09-27 00:00:00,4720958,4153307,141508,423278,2.38261111885189,2843.98592604477
"Brazil",2020-09-28 00:00:00,4734745,4172711,141847,417857,2.38371149790252,2846.59337502782
"Brazil",2020-09-29 00:00:00,4751616,4197372,142238,406034,2.38676744643663,2888.9109896708
"Brazil",2020-09-30 00:00:00,4784464,4237152,143096,397787,2.38824249846908,2909.26965957448
"Brazil",2020-10-01 00:00:00,4817365,4274774,144078,392485,2.38492616167313,2935.51287460356
"Brazil",2020-10-02 00:00:00,4853148,4299659,144851,402915,2.37474858292192,2958.82320413464
"Brazil",2020-10-03 00:00:00,4885966,4299659,145505,402915,2.37474858292192,2958.82320413464
"Brazil",2020-10-04 00:00:00,4908974,4361108,146093,399738,2.37808206714585,2997.28677540543
"Brazil",2020-10-05 00:00:00,4917689,4375354,146451,393583,2.38030375263911,3004.49678558804
"Brazil",2020-10-06 00:00:00,4943742,4397882,146844,382678,2.38611221421683,3012.40946625456
"Brazil",2020-10-07 00:00:00,4975268,4430340,147654,391495,2.3889083968601,3032.97021563124
"Brazil",2020-10-08 00:00:00,5006206,4457172,148379,395368,2.39183045710538,3053.86702480457
"Brazil",2020-10-09 00:00:00,5033036,4488092,149114,391459,2.395581558201,3071.83094847989
"Brazil",2020-10-10 00:00:00,5060769,4502854,149768,403395,2.39811399501427,3089.39771057736
"Brazil",2020-10-11 00:00:00,5084513,4502854,150302,429585,2.40117130307467,3114.69384799771
"Brazil",2020-10-12 00:00:00,5096704,4526393,150580,418098,2.40056406951877,3124.37848031927
"Brazil",2020-10-13 00:00:00,5105340,4526393,150774,426326,2.39906050777318,3131.46628693946
"Brazil",2020-10-14 00:00:00,5118699,4526393,151152,436237,2.40359119877192,3137.60615331472
"Brazil",2020-10-15 00:00:00,5146543,4526393,151884,462723,2.41412055390629,3155.475175374
"Brazil",2020-10-16 00:00:00,5176969,4526393,152698,490533,2.41369068019284,3172.02517491359
"Brazil",2020-10-17 00:00:00,5205565,4526393,153341,520693,2.4083821855887,3186.36021210878
"Brazil",2020-10-18 00:00:00,5226341,4526393,153756,544294,2.39882887575665,3195.91690357224
"Brazil",2020-10-19 00:00:00,5238392,4526393,153991,544294,2.39882887575665,3195.91690357224
"Brazil",2020-10-20 00:00:00,5254971,4526393,154317,570158,2.40514239800018,3199.22690348015
"Brazil",2020-10-21 00:00:00,5278737,4526393,154965,592724,2.41566014160766,3211.57096328712
"Brazil",2020-10-22 00:00:00,5304593,4526393,155536,616976,2.41006229584592,3220.75434649029
"Brazil",2020-10-23 00:00:00,5329357,4526393,156041,641337,2.41211390003585,3228.64359439112
"Brazil",2020-10-24 00:00:00,5359358,4526393,156604,670792,2.40491201330193,3240.93787976338
"Brazil",2020-10-25 00:00:00,5384342,4526393,156991,697339,2.38426835728567,3251.71404487713
"Brazil",2020-10-26 00:00:00,5396596,4526393,157224,710601,2.38426835728567,3254.77517261152
"Brazil",2020-10-27 00:00:00,5415207,4526393,157526,726064,2.38253851735243,3258.13494695414
"Brazil",2020-10-28 00:00:00,5445189,4914733,158052,366962,2.37629826003792,3271.05141276022
"Brazil",2020-10-29 00:00:00,5473540,4947777,158556,362225,2.36773662824998,3284.59005900013
"Brazil",2020-10-30 00:00:00,5500240,4962574,159107,372833,2.35371936138569,3290.86163777302
"Brazil",2020-10-31 00:00:00,5524593,4987435,159680,369804,2.35371936138569,3303.28035923205
"Brazil",2020-11-01 00:00:00,5537763,5005161,159972,370560,2.34150321517433,3313.70810330286
"Brazil",2020-11-02 00:00:00,5547951,5022338,160175,363293,2.33578287360855,3315.4750957349
"Brazil",2020-11-03 00:00:00,5556200,5039438,160340,354515,2.3318277988686,3317.11765208019
"Brazil",2020-11-04 00:00:00,5570782,5060697,160628,344958,2.33844908118969,3319.43216329399
"Brazil",2020-11-05 00:00:00,5594098,5078162,161246,350757,2.33655324803297,3333.84186214124
"Brazil",2020-11-06 00:00:00,5617943,5078162,161849,350757,2.33655324803297,3333.84186214124
"Brazil",2020-11-07 00:00:00,5638143,5118156,162120,351010,2.33318747821444,3355.71772619432
"Brazil",2020-11-08 00:00:00,5655887,5138641,162348,352651,2.32772953999631,3367.86268826247
"Brazil",2020-11-09 00:00:00,5666389,5147172,162538,354546,2.32738328032645,3372.6410339942
"Brazil",2020-11-10 00:00:00,5679803,5163226,162724,349282,2.33031473997817,3374.80622190389
"Brazil",2020-11-11 00:00:00,5726227,5183970,162922,352387,2.3274448830764,3385.38328927881
"Brazil",2020-11-12 00:00:00,5752474,5222937,163496,361355,2.3258707377943,3400.51471742929
"Brazil",2020-11-13 00:00:00,5786393,5254457,164429,362931,2.31825654305541,3421.34531835355
"Brazil",2020-11-14 00:00:00,5825111,5274812,165005,371157,2.31474097809224,3432.99253607464
"Brazil",2020-11-15 00:00:00,5851389,5279452,165739,403849,2.31034781603883,3445.98366353279
"Brazil",2020-11-16 00:00:00,5865295,5279452,165879,417843,2.31258932051449,3448.02441535571
"Brazil",2020-11-17 00:00:00,5881039,5335498,166136,374952,2.30728328351345,3463.50426454913
"Brazil",2020-11-18 00:00:00,5916529,5358299,166814,386760,2.30082417582418,3478.63569269961
"Brazil",2020-11-19 00:00:00,5951281,5383385,167568,395099,2.29632004559866,3493.04539154686
"Brazil",2020-11-20 00:00:00,5987143,5406066,168218,407755,2.29249124001646,3508.64967682704
"Brazil",2020-11-21 00:00:00,6025913,5430896,168731,420735,2.28506867210394,3524.40328541134
"Brazil",2020-11-22 00:00:00,6056135,5437189,169088,446608,2.28025164306049,3540.57997669063
"Brazil",2020-11-23 00:00:00,6074061,5457973,169266,444245,2.28483606557377,3545.35832242236
"Brazil",2020-11-24 00:00:00,6092219,5481184,169621,436973,2.28350211799029,3548.61854789557
"Brazil",2020-11-25 00:00:00,6126752,5509645,170248,439225,2.28110431235431,3556.33358527493
"Brazil",2020-11-26 00:00:00,6171380,5534010,170871,461827,2.27552832225046,3574.17772011686
"Brazil",2020-11-27 00:00:00,6212265,5556887,171581,476083,2.26904376012966,3593.16666695702
"Brazil",2020-11-28 00:00:00,6245773,5581436,172140,485013,2.26480275509876,3602.20072685607
"Brazil",2020-11-29 00:00:00,6297258,5581436,172684,536275,2.26398104773441,3611.38411005924
"Brazil",2020-11-30 00:00:00,6318270,5581436,172917,560471,2.25058090605466,3613.92260622922
"Brazil",2020-12-01 00:00:00,6341965,5597802,173268,564956,2.24994864934613,3614.94298214068
"Brazil",2020-12-02 00:00:00,6393950,5712305,173953,500933,2.23933513383873,3628.40696672853
"Brazil",2020-12-03 00:00:00,6442425,5759294,174632,503044,2.23088987947829,3646.67418426546
"Brazil",2020-12-04 00:00:00,6492564,5792539,175393,519538,2.22631942843973,3678.89582747088
"Brazil",2020-12-05 00:00:00,6540235,5825745,176071,532508,2.22279260780287,3721.9690923236
"Brazil",2020-12-06 00:00:00,6580517,5864838,176718,535711,2.2228489385704,3768.53283895637
"Brazil",2020-12-07 00:00:00,6606947,5866657,177058,559942,2.22414729913987,3786.38107568732
"Brazil",2020-12-08 00:00:00,6633971,5897526,177483,549068,2.22517044785141,3787.20871569702
"Brazil",2020-12-09 00:00:00,6681767,5965492,178281,531539,2.2235401786399,3858.78158436207
"Brazil",2020-12-10 00:00:00,6736358,5966118,179134,583339,2.22241500729748,3906.06501795979
"Brazil",2020-12-11 00:00:00,6789908,6043219,179903,558890,2.22045753031367,3950.54167239418
"Brazil",2020-12-12 00:00:00,6842458,6078287,180564,577621,2.21897098268715,4006.3174121784
"Brazil",2020-12-13 00:00:00,6884782,6078287,181241,620717,2.2207445458514,4061.76929282839
"Brazil",2020-12-14 00:00:00,6906811,6138349,181536,582201,2.22271841506983,4076.954687789
"Brazil",2020-12-15 00:00:00,6934191,6158049,182049,587261,2.22338252216539,4101.53199764231
"Brazil",2020-12-16 00:00:00,6982223,6206483,182983,580811,2.22223346350742,4124.92182400343
"Brazil",2020-12-17 00:00:00,7048347,6239192,183924,617681,2.21873357678988,4147.8638664535
"Brazil",2020-12-18 00:00:00,7117046,6301547,184985,624194,2.22065491183879,4167.84414890871
"Brazil",2020-12-19 00:00:00,7169899,6322955,185802,654373,2.21933887539415,4186.2968868337
"Brazil",2020-12-20 00:00:00,7218141,6388938,186461,637861,2.21797635583154,4204.01640338418
"Brazil",2020-12-21 00:00:00,7242625,6408517,186880,643319,2.2188994418617,4214.31205351783
"Brazil",2020-12-22 00:00:00,7270270,6469310,187441,607018,2.21362033821782,4220.66663876352
"Brazil",2020-12-23 00:00:00,7326935,6501341,188410,629365,2.21286540415827,4233.92572528578
"Brazil",2020-12-24 00:00:00,7372614,6512717,189375,663580,2.21184977002458,4251.70634361748
"Brazil",2020-12-25 00:00:00,7430825,6512717,190135,721246,2.20907930360348,4268.35657899681
"Brazil",2020-12-26 00:00:00,7452008,6512717,190617,745355,2.21209508560168,4274.92502047673
"Brazil",2020-12-27 00:00:00,7469541,6654189,190913,620822,2.20959247610464,4284.60965279829
"Brazil",2020-12-28 00:00:00,7487155,6677235,191250,615911,2.21412363336313,4292.27792633997
"Brazil",2020-12-29 00:00:00,7514592,6712757,191788,600601,2.21191709647046,4300.00730166285
"Brazil",2020-12-30 00:00:00,7570963,6754111,192839,617020,2.19294519241843,4315.55770498044
"Brazil",2020-12-31 00:00:00,7626563,6814092,194056,611233,2.19832700300722,4336.72947216921
"Brazil",2021-01-01 00:00:00,7681032,6848844,195072,632283,2.19226426528203,4358.7566642949
"Brazil",2021-02-03 00:00:00,9293289,8258074,226532,799035,2.01571303864773,4880.22981601948
"Brazil",2021-02-04 00:00:00,9347703,8311881,227731,800195,2.01188022094051,4895.84132111827
"Brazil",2021-02-05 00:00:00,9404810,8366197,229007,801301,2.01201911024203,4917.10474097886
"Brazil",2021-02-06 00:00:00,9456500,8396148,230258,820983,2.01278525766937,4940.57306669948
"Brazil",2021-02-07 00:00:00,9502810,8428992,231195,788464,2.01278525766937,4940.57306669948
"Brazil",2021-02-08 00:00:00,9528972,8467982,231684,825124,2.0103397026091,4984.37242679853
"Brazil",2021-02-09 00:00:00,9557558,8478818,232405,814288,2.0103397026091,4984.37242679853
"Brazil",2021-02-10 00:00:00,9608775,8577207,233720,788838,2.00038008629367,5031.36403259169
"Brazil",2021-02-11 00:00:00,9669883,8616282,235081,808035,1.99368793780309,5052.79143519606
"Brazil",2021-02-12 00:00:00,9723487,8637050,236523,840829,1.99093444909344,5083.0609210792
"Brazil",2021-02-13 00:00:00,9772429,8691664,237743,836302,1.98905705764164,5105.72149256815
"Brazil",2021-02-14 00:00:00,9817285,8740445,238768,830777,1.98556331448582,5133.34097723124
"Brazil",2021-02-15 00:00:00,9848008,8765048,239421,830220,1.98305166552896,5144.88620657437
"Brazil",2021-02-16 00:00:00,9873816,8821887,240032,805050,1.97792029199707,5155.64296769701
"Brazil",2021-02-17 00:00:00,9939100,8847264,241124,833777,1.98172932837473,5225.60999660922
"Brazil",2021-02-18 00:00:00,9986325,8933402,242313,803255,1.98495364814833,5261.11826378217
"Brazil",2021-02-19 00:00:00,10039804,8960755,243752,826414,1.98834550134438,5287.70573476881
"Brazil",2021-02-20 00:00:00,10091961,8988618,245083,850853,1.98439630839491,5319.47076589496
"Brazil",2021-02-21 00:00:00,10144332,9070505,246114,822666,1.97931577101364,5353.21236558787
"Brazil",2021-02-22 00:00:00,10173817,9095692,246720,825978,1.97592364590189,5379.2925756149
"Brazil",2021-02-23 00:00:00,10205663,9108205,247431,839812,1.97545889113333,5397.65017482574
